essay_id,prediction_id,essay_set,rater1,rater2,combined,winner
5508,8038,2a,5,5,5,4
5508,8039,2b,4,4,4,4
5509,8040,2a,2,2,2,3
5509,8041,2b,2,3,2,3
5510,8042,2a,3,4,3,4
5510,8043,2b,3,3,3,3
5511,8044,2a,3,3,3,3
5511,8045,2b,3,3,3,3
5512,8046,2a,3,3,3,3
5512,8047,2b,3,3,3,3
5513,8048,2a,4,4,4,4
5513,8049,2b,4,4,4,4
5514,8050,2a,4,4,4,4
5514,8051,2b,4,4,4,4
5515,8052,2a,4,3,4,3
5515,8053,2b,4,3,4,3
5516,8054,2a,4,4,4,5
5516,8055,2b,4,4,4,4
5517,8056,2a,4,5,4,4
5517,8057,2b,4,4,4,4
5518,8058,2a,3,3,3,3
5518,8059,2b,4,3,4,4
5519,8060,2a,4,4,4,4
5519,8061,2b,4,4,4,4
5520,8062,2a,4,4,4,4
5520,8063,2b,4,4,4,4
5521,8064,2a,2,2,2,3
5521,8065,2b,2,2,2,2
5522,8066,2a,4,4,4,4
5522,8067,2b,4,4,4,4
5523,8068,2a,4,4,4,4
5523,8069,2b,4,4,4,4
5524,8070,2a,4,4,4,4
5524,8071,2b,4,4,4,3
5525,8072,2a,3,3,3,3
5525,8073,2b,2,2,2,3
5526,8074,2a,3,3,3,3
5526,8075,2b,3,3,3,2
5527,8076,2a,2,2,2,2
5527,8077,2b,2,2,2,1
5528,8078,2a,4,4,4,4
5528,8079,2b,4,4,4,4
5529,8080,2a,3,3,3,3
5529,8081,2b,3,3,3,2
5530,8082,2a,4,4,4,5
5530,8083,2b,4,4,4,4
5531,8084,2a,3,3,3,3
5531,8085,2b,3,3,3,3
5532,8086,2a,3,3,3,3
5532,8087,2b,2,2,2,2
5533,8088,2a,2,3,2,3
5533,8089,2b,2,3,2,3
5534,8090,2a,3,3,3,3
5534,8091,2b,3,3,3,3
5535,8092,2a,3,3,3,3
5535,8093,2b,3,3,3,3
5536,8094,2a,3,4,3,3
5536,8095,2b,4,4,4,4
5537,8096,2a,4,4,4,4
5537,8097,2b,4,4,4,4
5538,8098,2a,3,3,3,3
5538,8099,2b,3,4,3,3
5539,8100,2a,4,4,4,3
5539,8101,2b,4,4,4,4
5540,8102,2a,3,3,3,3
5540,8103,2b,3,3,3,3
5541,8104,2a,3,3,3,3
5541,8105,2b,4,4,4,3
5542,8106,2a,4,3,4,4
5542,8107,2b,4,4,4,4
5543,8108,2a,3,3,3,2
5543,8109,2b,4,4,4,2
5544,8110,2a,4,4,4,4
5544,8111,2b,4,4,4,4
5545,8112,2a,2,2,2,2
5545,8113,2b,2,3,2,2
5546,8114,2a,4,4,4,4
5546,8115,2b,4,4,4,4
5547,8116,2a,4,4,4,4
5547,8117,2b,4,4,4,4
5548,8118,2a,4,4,4,4
5548,8119,2b,4,4,4,4
5549,8120,2a,3,3,3,3
5549,8121,2b,3,3,3,3
5550,8122,2a,3,4,3,4
5550,8123,2b,3,4,3,3
5551,8124,2a,4,4,4,4
5551,8125,2b,3,3,3,3
5552,8126,2a,4,4,4,4
5552,8127,2b,4,4,4,4
5553,8128,2a,3,3,3,4
5553,8129,2b,3,3,3,4
5554,8130,2a,4,4,4,4
5554,8131,2b,4,4,4,4
5555,8132,2a,5,5,5,5
5555,8133,2b,4,4,4,4
5556,8134,2a,3,4,3,4
5556,8135,2b,3,4,3,4
5557,8136,2a,3,3,3,3
5557,8137,2b,3,2,3,3
5558,8138,2a,2,2,2,2
5558,8139,2b,2,3,2,2
5559,8140,2a,4,4,4,4
5559,8141,2b,4,4,4,4
5560,8142,2a,2,2,2,2
5560,8143,2b,2,2,2,2
5561,8144,2a,4,4,4,4
5561,8145,2b,4,4,4,4
5562,8146,2a,3,3,3,3
5562,8147,2b,3,3,3,3
5563,8148,2a,3,3,3,3
5563,8149,2b,3,3,3,3
5564,8150,2a,3,3,3,3
5564,8151,2b,2,2,2,2
5565,8152,2a,2,2,2,3
5565,8153,2b,1,1,1,2
5566,8154,2a,4,3,4,4
5566,8155,2b,3,3,3,4
5567,8156,2a,3,3,3,3
5567,8157,2b,3,2,3,3
5568,8158,2a,3,3,3,3
5568,8159,2b,2,2,2,3
5569,8160,2a,3,3,3,3
5569,8161,2b,3,3,3,3
5570,8162,2a,5,5,5,5
5570,8163,2b,4,4,4,4
5571,8164,2a,3,3,3,3
5571,8165,2b,2,2,2,3
5572,8166,2a,4,4,4,4
5572,8167,2b,4,4,4,4
5573,8168,2a,3,4,3,4
5573,8169,2b,3,4,3,4
5574,8170,2a,2,2,2,2
5574,8171,2b,2,4,2,2
5575,8172,2a,4,3,4,3
5575,8173,2b,4,3,4,3
5576,8174,2a,5,5,5,5
5576,8175,2b,4,4,4,4
5577,8176,2a,3,3,3,3
5577,8177,2b,4,4,4,4
5578,8178,2a,5,5,5,5
5578,8179,2b,4,4,4,4
5579,8180,2a,2,2,2,3
5579,8181,2b,3,3,3,3
5580,8182,2a,2,3,2,3
5580,8183,2b,3,3,3,3
5581,8184,2a,2,2,2,3
5581,8185,2b,2,2,2,3
5582,8186,2a,2,2,2,2
5582,8187,2b,3,2,3,2
5583,8188,2a,3,3,3,3
5583,8189,2b,3,3,3,4
5584,8190,2a,4,4,4,4
5584,8191,2b,4,4,4,4
5585,8192,2a,3,3,3,3
5585,8193,2b,2,3,2,3
5586,8194,2a,2,2,2,3
5586,8195,2b,2,2,2,3
5587,8196,2a,3,3,3,3
5587,8197,2b,4,4,4,4
5588,8198,2a,2,2,2,3
5588,8199,2b,2,2,2,3
5589,8200,2a,4,4,4,4
5589,8201,2b,4,4,4,4
5590,8202,2a,4,3,4,4
5590,8203,2b,4,4,4,3
5591,8204,2a,4,4,4,5
5591,8205,2b,4,4,4,4
5592,8206,2a,2,3,2,3
5592,8207,2b,2,2,2,3
5593,8208,2a,4,4,4,4
5593,8209,2b,3,3,3,3
5594,8210,2a,3,3,3,3
5594,8211,2b,3,3,3,2
5595,8212,2a,3,3,3,3
5595,8213,2b,3,3,3,2
5596,8214,2a,3,4,3,4
5596,8215,2b,3,4,3,4
5597,8216,2a,4,3,4,4
5597,8217,2b,3,3,3,4
5598,8218,2a,2,2,2,1
5598,8219,2b,1,1,1,1
5599,8220,2a,3,3,3,3
5599,8221,2b,3,3,3,2
5600,8222,2a,3,3,3,3
5600,8223,2b,3,3,3,2
5601,8224,2a,4,4,4,4
5601,8225,2b,4,4,4,4
5602,8226,2a,3,3,3,3
5602,8227,2b,3,3,3,3
5603,8228,2a,4,3,4,4
5603,8229,2b,4,4,4,4
5604,8230,2a,5,4,5,4
5604,8231,2b,4,4,4,4
5605,8232,2a,3,3,3,3
5605,8233,2b,3,3,3,4
5606,8234,2a,4,4,4,4
5606,8235,2b,4,4,4,4
5607,8236,2a,3,4,3,4
5607,8237,2b,3,4,3,4
5608,8238,2a,3,4,3,4
5608,8239,2b,3,4,3,4
5609,8240,2a,3,3,3,3
5609,8241,2b,4,4,4,3
5610,8242,2a,4,4,4,4
5610,8243,2b,4,4,4,4
5611,8244,2a,2,2,2,2
5611,8245,2b,3,3,3,2
5612,8246,2a,3,3,3,4
5612,8247,2b,3,4,3,3
5613,8248,2a,4,4,4,4
5613,8249,2b,4,4,4,4
5614,8250,2a,2,2,2,2
5614,8251,2b,2,2,2,2
5615,8252,2a,3,3,3,3
5615,8253,2b,3,3,3,3
5616,8254,2a,4,4,4,4
5616,8255,2b,4,4,4,4
5617,8256,2a,3,3,3,4
5617,8257,2b,4,4,4,4
5618,8258,2a,4,4,4,4
5618,8259,2b,4,4,4,4
5619,8260,2a,4,4,4,4
5619,8261,2b,4,4,4,4
5620,8262,2a,3,3,3,3
5620,8263,2b,3,3,3,3
5621,8264,2a,4,4,4,4
5621,8265,2b,4,4,4,4
5622,8266,2a,5,5,5,5
5622,8267,2b,4,4,4,4
5623,8268,2a,3,3,3,4
5623,8269,2b,3,4,3,4
5624,8270,2a,4,3,4,3
5624,8271,2b,4,4,4,3
5625,8272,2a,4,4,4,4
5625,8273,2b,3,4,3,4
5626,8274,2a,4,5,4,4
5626,8275,2b,4,4,4,4
5627,8276,2a,2,3,2,3
5627,8277,2b,2,2,2,2
5628,8278,2a,4,3,4,4
5628,8279,2b,4,3,4,3
5629,8280,2a,4,4,4,4
5629,8281,2b,4,4,4,4
5630,8282,2a,3,4,3,4
5630,8283,2b,4,4,4,4
5631,8284,2a,3,4,3,3
5631,8285,2b,3,4,3,3
5632,8286,2a,5,5,5,4
5632,8287,2b,4,4,4,4
5633,8288,2a,4,4,4,4
5633,8289,2b,4,4,4,4
5634,8290,2a,3,3,3,3
5634,8291,2b,4,3,4,4
5635,8292,2a,4,3,4,4
5635,8293,2b,4,3,4,4
5636,8294,2a,4,4,4,4
5636,8295,2b,4,4,4,4
5637,8296,2a,4,4,4,4
5637,8297,2b,4,4,4,4
5638,8298,2a,4,4,4,4
5638,8299,2b,4,4,4,4
5639,8300,2a,3,3,3,3
5639,8301,2b,2,3,2,3
5640,8302,2a,4,4,4,4
5640,8303,2b,4,4,4,4
5641,8304,2a,3,3,3,2
5641,8305,2b,3,3,3,2
5642,8306,2a,4,4,4,4
5642,8307,2b,4,4,4,4
5643,8308,2a,4,4,4,5
5643,8309,2b,3,4,3,4
5644,8310,2a,3,3,3,3
5644,8311,2b,3,3,3,3
5645,8312,2a,4,4,4,4
5645,8313,2b,4,4,4,4
5646,8314,2a,4,4,4,4
5646,8315,2b,3,3,3,4
5647,8316,2a,4,4,4,4
5647,8317,2b,2,2,2,4
5648,8318,2a,4,4,4,4
5648,8319,2b,4,4,4,4
5649,8320,2a,3,3,3,3
5649,8321,2b,3,3,3,3
5650,8322,2a,4,4,4,4
5650,8323,2b,4,4,4,4
5651,8324,2a,4,4,4,4
5651,8325,2b,4,4,4,3
5652,8326,2a,3,3,3,3
5652,8327,2b,4,3,4,3
5653,8328,2a,3,2,3,3
5653,8329,2b,3,2,3,3
5654,8330,2a,3,3,3,3
5654,8331,2b,3,3,3,3
5655,8332,2a,3,3,3,3
5655,8333,2b,4,4,4,3
5656,8334,2a,3,4,3,4
5656,8335,2b,4,4,4,4
5657,8336,2a,4,4,4,4
5657,8337,2b,3,3,3,4
5658,8338,2a,4,5,4,4
5658,8339,2b,4,4,4,4
5659,8340,2a,3,3,3,3
5659,8341,2b,4,4,4,3
5660,8342,2a,3,2,3,2
5660,8343,2b,2,3,2,2
5661,8344,2a,3,3,3,3
5661,8345,2b,3,3,3,3
5662,8346,2a,4,4,4,4
5662,8347,2b,3,3,3,3
5663,8348,2a,3,3,3,3
5663,8349,2b,3,3,3,3
5664,8350,2a,4,4,4,4
5664,8351,2b,4,4,4,4
5665,8352,2a,3,3,3,3
5665,8353,2b,3,3,3,3
5666,8354,2a,4,4,4,4
5666,8355,2b,4,4,4,4
5667,8356,2a,4,4,4,4
5667,8357,2b,4,4,4,4
5668,8358,2a,4,4,4,4
5668,8359,2b,4,4,4,4
5669,8360,2a,4,4,4,4
5669,8361,2b,4,4,4,4
5670,8362,2a,2,2,2,2
5670,8363,2b,1,2,1,1
5671,8364,2a,4,4,4,4
5671,8365,2b,4,4,4,4
5672,8366,2a,4,4,4,4
5672,8367,2b,4,4,4,4
5673,8368,2a,3,3,3,3
5673,8369,2b,2,2,2,3
5674,8370,2a,3,3,3,3
5674,8371,2b,3,3,3,3
5675,8372,2a,4,4,4,4
5675,8373,2b,4,4,4,4
5676,8374,2a,3,3,3,3
5676,8375,2b,4,4,4,3
5677,8376,2a,4,4,4,4
5677,8377,2b,4,4,4,4
5678,8378,2a,3,3,3,2
5678,8379,2b,3,2,3,2
5679,8380,2a,3,3,3,3
5679,8381,2b,2,2,2,2
5680,8382,2a,4,4,4,3
5680,8383,2b,4,4,4,4
5681,8384,2a,4,3,4,3
5681,8385,2b,4,3,4,3
5682,8386,2a,3,4,3,4
5682,8387,2b,4,4,4,4
5683,8388,2a,4,4,4,3
5683,8389,2b,3,4,3,4
5684,8390,2a,3,3,3,3
5684,8391,2b,3,3,3,4
5685,8392,2a,3,3,3,4
5685,8393,2b,4,4,4,4
5686,8394,2a,4,4,4,4
5686,8395,2b,4,4,4,4
5687,8396,2a,4,3,4,3
5687,8397,2b,3,3,3,3
5688,8398,2a,4,4,4,4
5688,8399,2b,4,4,4,3
5689,8400,2a,1,1,1,1
5689,8401,2b,1,2,1,1
5690,8402,2a,3,4,3,3
5690,8403,2b,3,3,3,3
5691,8404,2a,3,3,3,3
5691,8405,2b,3,3,3,3
5692,8406,2a,4,4,4,4
5692,8407,2b,4,3,4,4
5693,8408,2a,3,3,3,3
5693,8409,2b,2,2,2,2
5694,8410,2a,3,2,3,3
5694,8411,2b,3,3,3,3
5695,8412,2a,3,4,3,4
5695,8413,2b,4,4,4,4
5696,8414,2a,2,2,2,2
5696,8415,2b,2,2,2,2
5697,8416,2a,3,3,3,3
5697,8417,2b,3,3,3,3
5698,8418,2a,4,4,4,5
5698,8419,2b,4,4,4,4
5699,8420,2a,4,4,4,4
5699,8421,2b,4,4,4,4
5700,8422,2a,3,3,3,3
5700,8423,2b,4,4,4,3
5701,8424,2a,1,1,1,2
5701,8425,2b,1,1,1,1
5702,8426,2a,3,3,3,4
5702,8427,2b,3,3,3,4
5703,8428,2a,3,3,3,3
5703,8429,2b,4,4,4,4
5704,8430,2a,3,4,3,3
5704,8431,2b,3,4,3,3
5705,8432,2a,5,5,5,4
5705,8433,2b,4,4,4,4
5706,8434,2a,4,4,4,4
5706,8435,2b,4,4,4,4
5707,8436,2a,3,3,3,4
5707,8437,2b,3,3,3,4
5708,8438,2a,4,4,4,4
5708,8439,2b,4,4,4,4
5709,8440,2a,3,4,3,3
5709,8441,2b,3,3,3,2
5710,8442,2a,4,3,4,4
5710,8443,2b,4,3,4,4
5711,8444,2a,4,4,4,4
5711,8445,2b,4,4,4,4
5712,8446,2a,4,4,4,4
5712,8447,2b,3,3,3,4
5713,8448,2a,3,3,3,3
5713,8449,2b,3,3,3,3
5714,8450,2a,3,3,3,2
5714,8451,2b,2,2,2,2
5715,8452,2a,4,4,4,4
5715,8453,2b,4,4,4,4
5716,8454,2a,4,5,4,4
5716,8455,2b,4,4,4,4
5717,8456,2a,2,2,2,3
5717,8457,2b,1,1,1,3
5718,8458,2a,3,3,3,3
5718,8459,2b,3,4,3,3
5719,8460,2a,4,4,4,3
5719,8461,2b,4,4,4,4
5720,8462,2a,4,4,4,3
5720,8463,2b,4,4,4,4
5721,8464,2a,2,2,2,2
5721,8465,2b,3,3,3,3
5722,8466,2a,3,3,3,3
5722,8467,2b,3,3,3,3
5723,8468,2a,4,4,4,4
5723,8469,2b,4,4,4,4
5724,8470,2a,3,3,3,3
5724,8471,2b,3,4,3,3
5725,8472,2a,3,4,3,4
5725,8473,2b,4,4,4,4
5726,8474,2a,4,3,4,4
5726,8475,2b,3,4,3,4
5727,8476,2a,3,3,3,3
5727,8477,2b,3,4,3,3
5728,8478,2a,4,4,4,4
5728,8479,2b,4,4,4,4
5729,8480,2a,5,4,5,4
5729,8481,2b,4,3,4,4
5730,8482,2a,4,4,4,4
5730,8483,2b,4,4,4,4
5731,8484,2a,4,4,4,3
5731,8485,2b,3,3,3,3
5732,8486,2a,4,4,4,4
5732,8487,2b,4,4,4,4
5733,8488,2a,3,3,3,3
5733,8489,2b,3,3,3,3
5734,8490,2a,4,4,4,4
5734,8491,2b,4,4,4,4
5735,8492,2a,4,4,4,4
5735,8493,2b,4,4,4,4
5736,8494,2a,2,3,2,3
5736,8495,2b,1,2,1,2
5737,8496,2a,3,3,3,3
5737,8497,2b,2,2,2,3
5738,8498,2a,3,3,3,3
5738,8499,2b,3,3,3,3
5739,8500,2a,3,3,3,3
5739,8501,2b,4,4,4,3
5740,8502,2a,4,4,4,5
5740,8503,2b,4,4,4,4
5741,8504,2a,2,2,2,1
5741,8505,2b,1,1,1,1
5742,8506,2a,2,2,2,3
5742,8507,2b,3,2,3,3
5743,8508,2a,3,3,3,3
5743,8509,2b,4,4,4,4
5744,8510,2a,3,3,3,3
5744,8511,2b,3,3,3,3
5745,8512,2a,4,3,4,3
5745,8513,2b,4,4,4,3
5746,8514,2a,4,4,4,4
5746,8515,2b,4,4,4,4
5747,8516,2a,3,4,3,4
5747,8517,2b,4,4,4,4
5748,8518,2a,4,4,4,4
5748,8519,2b,4,4,4,4
5749,8520,2a,3,3,3,4
5749,8521,2b,3,3,3,4
5750,8522,2a,5,5,5,5
5750,8523,2b,4,4,4,4
5751,8524,2a,3,3,3,3
5751,8525,2b,2,4,2,3
5752,8526,2a,4,4,4,4
5752,8527,2b,4,4,4,4
5753,8528,2a,4,4,4,4
5753,8529,2b,4,4,4,4
5754,8530,2a,3,3,3,3
5754,8531,2b,3,3,3,3
5755,8532,2a,4,4,4,3
5755,8533,2b,3,3,3,3
5756,8534,2a,3,3,3,3
5756,8535,2b,3,3,3,3
5757,8536,2a,4,4,4,4
5757,8537,2b,4,4,4,4
5758,8538,2a,4,3,4,3
5758,8539,2b,3,3,3,4
5759,8540,2a,3,4,3,5
5759,8541,2b,3,4,3,4
5760,8542,2a,3,3,3,4
5760,8543,2b,4,3,4,3
5761,8544,2a,2,2,2,2
5761,8545,2b,3,3,3,2
5762,8546,2a,4,4,4,3
5762,8547,2b,3,3,3,3
5763,8548,2a,3,3,3,3
5763,8549,2b,3,3,3,3
5764,8550,2a,3,3,3,4
5764,8551,2b,3,3,3,4
5765,8552,2a,3,4,3,4
5765,8553,2b,3,4,3,4
5766,8554,2a,2,2,2,2
5766,8555,2b,3,2,3,3
5767,8556,2a,3,4,3,3
5767,8557,2b,3,3,3,2
5768,8558,2a,4,5,4,4
5768,8559,2b,4,4,4,4
5769,8560,2a,3,3,3,3
5769,8561,2b,3,3,3,4
5770,8562,2a,4,4,4,3
5770,8563,2b,4,4,4,4
5771,8564,2a,4,4,4,4
5771,8565,2b,3,3,3,3
5772,8566,2a,4,4,4,4
5772,8567,2b,4,4,4,4
5773,8568,2a,2,2,2,3
5773,8569,2b,2,2,2,3
5774,8570,2a,3,3,3,4
5774,8571,2b,4,4,4,4
5775,8572,2a,4,4,4,4
5775,8573,2b,4,4,4,4
5776,8574,2a,5,5,5,5
5776,8575,2b,4,4,4,4
5777,8576,2a,4,4,4,4
5777,8577,2b,4,4,4,4
5778,8578,2a,4,4,4,4
5778,8579,2b,4,4,4,4
5779,8580,2a,2,2,2,2
5779,8581,2b,2,2,2,2
5780,8582,2a,4,4,4,5
5780,8583,2b,4,4,4,4
5781,8584,2a,4,3,4,3
5781,8585,2b,4,4,4,4
5782,8586,2a,3,4,3,3
5782,8587,2b,4,4,4,3
5783,8588,2a,4,4,4,4
5783,8589,2b,4,4,4,4
5784,8590,2a,4,4,4,4
5784,8591,2b,3,4,3,4
5785,8592,2a,4,4,4,4
5785,8593,2b,3,3,3,4
5786,8594,2a,3,3,3,4
5786,8595,2b,3,3,3,4
5787,8596,2a,3,3,3,3
5787,8597,2b,3,3,3,3
5788,8598,2a,4,4,4,4
5788,8599,2b,3,3,3,4
5789,8600,2a,4,3,4,3
5789,8601,2b,3,3,3,3
5790,8602,2a,3,3,3,3
5790,8603,2b,3,3,3,3
5791,8604,2a,4,4,4,5
5791,8605,2b,4,4,4,4
5792,8606,2a,3,3,3,4
5792,8607,2b,3,3,3,3
5793,8608,2a,3,3,3,3
5793,8609,2b,4,4,4,3
5794,8610,2a,4,4,4,4
5794,8611,2b,4,4,4,4
5795,8612,2a,3,3,3,3
5795,8613,2b,3,3,3,3
5796,8614,2a,3,3,3,3
5796,8615,2b,4,4,4,3
5797,8616,2a,4,4,4,3
5797,8617,2b,4,4,4,4
5798,8618,2a,2,2,2,2
5798,8619,2b,2,2,2,1
5799,8620,2a,4,4,4,4
5799,8621,2b,4,4,4,4
5800,8622,2a,2,2,2,2
5800,8623,2b,3,2,3,2
5801,8624,2a,2,2,2,3
5801,8625,2b,2,1,2,2
5802,8626,2a,4,4,4,4
5802,8627,2b,4,4,4,4
5803,8628,2a,4,4,4,3
5803,8629,2b,3,3,3,3
5804,8630,2a,1,1,1,1
5804,8631,2b,1,1,1,1
5805,8632,2a,4,3,4,4
5805,8633,2b,4,4,4,4
5806,8634,2a,2,2,2,2
5806,8635,2b,3,3,3,2
5807,8636,2a,3,3,3,3
5807,8637,2b,4,3,4,4
5808,8638,2a,3,2,3,3
5808,8639,2b,3,3,3,3
5809,8640,2a,4,4,4,3
5809,8641,2b,4,4,4,4
5810,8642,2a,4,4,4,3
5810,8643,2b,4,4,4,3
5811,8644,2a,4,4,4,4
5811,8645,2b,4,3,4,3
5812,8646,2a,3,3,3,3
5812,8647,2b,3,3,3,3
5813,8648,2a,3,3,3,3
5813,8649,2b,4,4,4,3
5814,8650,2a,3,3,3,4
5814,8651,2b,2,2,2,3
5815,8652,2a,3,3,3,3
5815,8653,2b,3,3,3,3
5816,8654,2a,3,3,3,4
5816,8655,2b,3,3,3,4
5817,8656,2a,3,3,3,3
5817,8657,2b,3,3,3,3
5818,8658,2a,3,4,3,4
5818,8659,2b,4,4,4,4
5819,8660,2a,4,4,4,4
5819,8661,2b,4,4,4,4
5820,8662,2a,2,2,2,1
5820,8663,2b,2,2,2,1
5821,8664,2a,3,4,3,4
5821,8665,2b,4,4,4,4
5822,8666,2a,3,4,3,4
5822,8667,2b,4,4,4,4
5823,8668,2a,4,3,4,3
5823,8669,2b,3,3,3,3
5824,8670,2a,3,2,3,2
5824,8671,2b,3,2,3,2
5825,8672,2a,4,4,4,4
5825,8673,2b,4,4,4,4
5826,8674,2a,3,3,3,3
5826,8675,2b,4,3,4,3
5827,8676,2a,3,4,3,4
5827,8677,2b,3,3,3,3
5828,8678,2a,2,2,2,2
5828,8679,2b,3,2,3,1
5829,8680,2a,5,4,5,4
5829,8681,2b,4,4,4,4
5830,8682,2a,3,3,3,4
5830,8683,2b,2,2,2,3
5831,8684,2a,4,4,4,3
5831,8685,2b,4,4,4,3
5832,8686,2a,4,4,4,4
5832,8687,2b,4,4,4,4
5833,8688,2a,3,3,3,3
5833,8689,2b,4,4,4,4
5834,8690,2a,4,4,4,4
5834,8691,2b,4,4,4,4
5835,8692,2a,4,4,4,4
5835,8693,2b,3,4,3,4
5836,8694,2a,3,3,3,3
5836,8695,2b,3,3,3,3
5837,8696,2a,4,5,4,5
5837,8697,2b,4,4,4,4
5838,8698,2a,4,4,4,3
5838,8699,2b,4,3,4,3
5839,8700,2a,3,4,3,3
5839,8701,2b,4,3,4,3
5840,8702,2a,4,3,4,3
5840,8703,2b,4,3,4,4
5841,8704,2a,4,4,4,4
5841,8705,2b,4,4,4,3
5842,8706,2a,2,2,2,2
5842,8707,2b,1,2,1,1
5843,8708,2a,3,4,3,3
5843,8709,2b,3,3,3,3
5844,8710,2a,3,3,3,3
5844,8711,2b,2,2,2,3
5845,8712,2a,4,4,4,4
5845,8713,2b,4,4,4,4
5846,8714,2a,3,4,3,3
5846,8715,2b,3,4,3,3
5847,8716,2a,3,4,3,4
5847,8717,2b,3,4,3,4
5848,8718,2a,5,5,5,5
5848,8719,2b,4,4,4,4
5849,8720,2a,3,3,3,3
5849,8721,2b,3,3,3,3
5850,8722,2a,2,2,2,2
5850,8723,2b,2,2,2,2
5851,8724,2a,2,2,2,2
5851,8725,2b,2,3,2,2
5852,8726,2a,4,4,4,4
5852,8727,2b,4,4,4,4
5853,8728,2a,4,3,4,4
5853,8729,2b,4,3,4,4
5854,8730,2a,4,4,4,3
5854,8731,2b,3,3,3,3
5855,8732,2a,4,4,4,4
5855,8733,2b,4,4,4,4
5856,8734,2a,3,3,3,2
5856,8735,2b,3,3,3,2
5857,8736,2a,4,3,4,4
5857,8737,2b,4,4,4,4
5858,8738,2a,5,4,5,4
5858,8739,2b,4,4,4,4
5859,8740,2a,4,4,4,4
5859,8741,2b,4,4,4,4
5860,8742,2a,3,3,3,3
5860,8743,2b,4,4,4,3
5861,8744,2a,3,3,3,3
5861,8745,2b,4,4,4,3
5862,8746,2a,3,3,3,3
5862,8747,2b,3,3,3,3
5863,8748,2a,4,4,4,4
5863,8749,2b,4,4,4,4
5864,8750,2a,3,3,3,3
5864,8751,2b,3,3,3,3
5865,8752,2a,4,4,4,3
5865,8753,2b,4,4,4,4
5866,8754,2a,3,3,3,3
5866,8755,2b,3,3,3,3
5867,8756,2a,3,4,3,4
5867,8757,2b,3,3,3,4
5868,8758,2a,3,4,3,4
5868,8759,2b,3,3,3,3
5869,8760,2a,5,5,5,5
5869,8761,2b,4,3,4,4
5870,8762,2a,3,3,3,3
5870,8763,2b,3,3,3,3
5871,8764,2a,3,3,3,3
5871,8765,2b,3,3,3,3
5872,8766,2a,4,4,4,5
5872,8767,2b,4,4,4,4
5873,8768,2a,3,3,3,3
5873,8769,2b,3,3,3,4
5874,8770,2a,4,4,4,4
5874,8771,2b,4,4,4,4
5875,8772,2a,3,3,3,3
5875,8773,2b,2,2,2,3
5876,8774,2a,3,3,3,3
5876,8775,2b,3,3,3,2
5877,8776,2a,3,3,3,3
5877,8777,2b,3,3,3,2
5878,8778,2a,2,2,2,2
5878,8779,2b,2,2,2,2
5879,8780,2a,2,2,2,2
5879,8781,2b,2,3,2,2
5880,8782,2a,4,4,4,4
5880,8783,2b,3,4,3,3
5881,8784,2a,4,4,4,4
5881,8785,2b,4,4,4,4
5882,8786,2a,2,3,2,3
5882,8787,2b,3,3,3,3
5883,8788,2a,3,3,3,4
5883,8789,2b,4,4,4,4
5884,8790,2a,4,3,4,3
5884,8791,2b,3,3,3,4
5885,8792,2a,4,4,4,4
5885,8793,2b,3,3,3,4
5886,8794,2a,2,2,2,2
5886,8795,2b,3,3,3,2
5887,8796,2a,4,4,4,4
5887,8797,2b,4,3,4,4
5888,8798,2a,2,2,2,2
5888,8799,2b,2,2,2,1
5889,8800,2a,4,4,4,4
5889,8801,2b,4,3,4,4
5890,8802,2a,4,4,4,4
5890,8803,2b,4,4,4,4
5891,8804,2a,4,4,4,4
5891,8805,2b,4,4,4,4
5892,8806,2a,4,4,4,4
5892,8807,2b,4,4,4,4
5893,8808,2a,3,3,3,3
5893,8809,2b,2,3,2,2
5894,8810,2a,3,3,3,3
5894,8811,2b,3,3,3,3
5895,8812,2a,3,3,3,4
5895,8813,2b,4,3,4,4
5896,8814,2a,2,2,2,3
5896,8815,2b,2,2,2,2
5897,8816,2a,3,3,3,3
5897,8817,2b,3,3,3,3
5898,8818,2a,4,4,4,4
5898,8819,2b,4,4,4,4
5899,8820,2a,1,1,1,1
5899,8821,2b,1,1,1,1
5900,8822,2a,4,4,4,4
5900,8823,2b,4,4,4,4
5901,8824,2a,3,3,3,3
5901,8825,2b,3,3,3,3
5902,8826,2a,3,3,3,2
5902,8827,2b,2,2,2,1
5903,8828,2a,4,4,4,4
5903,8829,2b,4,4,4,4
5904,8830,2a,4,4,4,4
5904,8831,2b,4,4,4,4
5905,8832,2a,4,4,4,4
5905,8833,2b,4,4,4,4
5906,8834,2a,4,3,4,4
5906,8835,2b,4,3,4,4
5907,8836,2a,4,4,4,4
5907,8837,2b,4,4,4,4
5908,8838,2a,4,4,4,4
5908,8839,2b,4,4,4,4
5909,8840,2a,3,3,3,3
5909,8841,2b,3,3,3,3
5910,8842,2a,4,4,4,4
5910,8843,2b,3,3,3,3
5911,8844,2a,4,4,4,4
5911,8845,2b,4,4,4,4
5912,8846,2a,4,4,4,4
5912,8847,2b,4,4,4,4
5913,8848,2a,5,5,5,5
5913,8849,2b,4,4,4,4
5914,8850,2a,4,3,4,4
5914,8851,2b,3,4,3,3
5915,8852,2a,4,5,4,4
5915,8853,2b,4,4,4,4
5916,8854,2a,3,4,3,4
5916,8855,2b,3,3,3,4
5917,8856,2a,3,3,3,3
5917,8857,2b,3,3,3,3
5918,8858,2a,4,4,4,4
